idviagem;taxa;datapartida;datachegada;cidade_origem;pais_origem;cidade_destino;pais_destino;nomecondutor;idadecondutor;certificacao;nomebarco;tipobarco;capacidadeteu;sexo;numerocontentares;peso
764;1494,44;25/01/2025;01/02/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Maria Rodrigues;62;STCW A-II/1;NS Gaivota 181;cargueiro;0;m;7;70
765;36737,89;30/07/2024;02/08/2024;Le Havre;França;FigueiraDaFoz;Portugal;Miguel Gonçalves;46;CoC Class 1;NS Tejo 343;cargueiro;0;h;3;48
766;15843,61;07/02/2024;26/02/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Maria Pereira;60;Pilotage;SS Caravela 805;container;18733;m;7109;78199
767;14300,49;20/06/2025;06/07/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Helena Pereira;51;STCW A-II/1;NS Mondego 430;cargueiro;0;m;8;128
768;49258,06;03/07/2024;19/07/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Sara Pereira;60;CoC Class 1;MV Açor 756;cargueiro;0;m;6;114
769;4844,33;18/05/2025;26/05/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Nuno Martins;40;STCW A-II/1;NS Poseidon 912;graneleiro;0;h;8;112
770;14173,49;20/07/2024;22/07/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Carlos Teixeira;33;CoC Class 2;NS Guadiana 140;cargueiro;0;h;9;99
771;14000,98;24/04/2025;04/05/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Diogo Jesus;46;STCW A-II/2;SS Poseidon 709;petroleiro;0;h;5;90
772;7367,13;13/07/2025;02/08/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Luís Oliveira;49;STCW A-II/1;NS Neptuno 176;graneleiro;0;h;4;76
773;25935,64;11/04/2024;28/04/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Hugo Teixeira;25;STCW A-II/2;SS Açor 89;ro-ro;5410;h;3805;68490
774;8792,23;21/03/2024;30/03/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Marta Pinto;48;CoC Class 2;MT Nereida 748;graneleiro;0;m;6;102
775;6979,49;05/04/2024;12/04/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Ricardo Fernandes;30;CoC Class 2;SS Sagres 936;ro-ro;3172;h;1564;23460
776;2512,04;12/01/2025;19/01/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Paulo Santos;41;STCW A-II/1;MV Neptuno 544;graneleiro;0;h;5;50
777;11456,27;21/04/2025;30/04/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Inês Lopes;37;CoC Class 2;MV Nereida 710;cargueiro;0;m;7;98
778;6824,85;05/12/2024;25/12/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Pedro Gonçalves;27;CoC Class 1;MV Nereida 492;cargueiro;0;h;6;72
779;19645,37;14/07/2025;26/07/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Manuel Pinto;25;Pilotage;MV Íris 475;ro-ro;4020;h;2713;35269
780;1787,03;09/04/2024;13/04/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Carolina Gonçalves;42;Pilotage;MV Atlântida 395;graneleiro;0;m;3;45
781;40079,82;12/02/2024;03/03/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Hugo Marques;59;CoC Class 1;SS Atlântida 636;ro-ro;2635;h;2257;22570
782;41039,28;26/09/2024;28/09/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Gonçalo Gonçalves;28;STCW A-II/1;NS Guadiana 477;container;19856;h;16978;271648
783;36204,24;16/06/2024;05/07/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Diogo Gonçalves;25;STCW A-II/2;MV Argonauta 142;ro-ro;1576;h;1065;11715
784;48114,15;24/01/2025;01/02/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Henrique Pereira;37;Pilotage;SS Açor 329;graneleiro;0;h;8;96
785;44087,71;27/04/2025;16/05/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Helena Marques;36;CoC Class 1;MV Guadiana 354;container;5486;m;3231;48465
786;16179,61;29/03/2024;18/04/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Helena Ribeiro;55;STCW A-II/1;MT Íris 636;graneleiro;0;m;9;117
787;25574,26;30/05/2024;01/06/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Carlos Lopes;46;STCW A-II/1;NS Caravela 296;container;17766;h;10399;166384
788;42683,33;02/06/2025;16/06/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;André Jesus;27;STCW A-II/1;NS Sagres 896;cargueiro;0;h;7;112
789;34026,98;17/08/2025;05/09/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Hugo Marques;42;Pilotage;SS Gaivota 356;ro-ro;4695;h;3794;75880
790;16032,05;03/05/2024;04/05/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Ana Sousa;36;STCW A-II/2;MV Açor 855;container;16424;m;7823;101699
791;46814,73;09/10/2024;21/10/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Teresa Pinto;41;CoC Class 1;NS Íris 469;petroleiro;0;m;6;90
792;4349,31;31/05/2025;14/06/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Hugo Costa;29;CoC Class 1;NS Guadiana 995;cargueiro;0;h;7;126
793;34199,51;28/02/2024;29/02/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Pedro Gonçalves;43;CoC Class 1;SS Caravela 729;graneleiro;0;h;3;48
794;49120,43;25/03/2025;09/04/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Carolina Costa;28;Pilotage;SS Açor 120;cargueiro;0;m;4;68
795;6693,36;24/03/2024;31/03/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Bárbara Oliveira;39;CoC Class 2;MT Caravela 211;petroleiro;0;m;9;171
796;5967,27;02/08/2024;21/08/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Bruno Gonçalves;53;STCW A-II/2;NS Caravela 547;petroleiro;0;h;5;80
797;45821,82;29/01/2024;16/02/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;João Alves;34;CoC Class 2;NS Mondego 160;cargueiro;0;h;3;33
798;48563,15;26/01/2025;05/02/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Mariana Nunes;41;CoC Class 1;SS Íris 347;ro-ro;2469;m;1755;35100
799;29526,98;20/11/2024;29/11/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Maria Oliveira;29;Pilotage;MV Minho 26;ro-ro;3645;m;1398;19572
800;11061,31;22/07/2024;29/07/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Manuel Gonçalves;27;STCW A-II/1;MV Argonauta 598;petroleiro;0;h;7;140
801;15085,62;10/12/2024;13/12/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Luís Rodrigues;40;STCW A-II/1;NS Atlântida 525;container;6133;h;3053;30530
802;30578,22;08/08/2025;14/08/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Filipe Fernandes;46;Yachtmaster;MV Guadiana 408;ro-ro;253;h;153;2601
803;22088,36;21/10/2024;05/11/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Joana Alves;62;CoC Class 1;MT Guadiana 360;container;16846;m;9013;153221
804;31558,79;27/05/2024;08/06/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Daniela Ferreira;43;STCW A-II/2;NS Íris 296;graneleiro;0;m;3;57
805;35485,82;01/01/2025;03/01/2025;Le Havre;França;FigueiraDaFoz;Portugal;Teresa Oliveira;54;Yachtmaster;MV Sagres 213;ro-ro;2949;m;1208;24160
806;23083,64;13/05/2024;28/05/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Helena Fernandes;51;STCW A-II/1;NS Atlântida 7;ro-ro;3949;m;2485;47215
807;16332,46;17/12/2024;02/01/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Teresa Costa;30;Yachtmaster;SS Argonauta 191;graneleiro;0;m;5;60
808;9530;09/04/2024;11/04/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Daniela Nunes;53;STCW A-II/1;MT Gaivota 573;petroleiro;0;m;3;42
809;11441,17;17/08/2025;27/08/2025;Sines;Portugal;FigueiraDaFoz;Portugal;João Silva;39;STCW A-II/2;MT Gaivota 128;petroleiro;0;h;5;100
810;19304,19;13/07/2025;17/07/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Carolina Nunes;58;Pilotage;MV Lusitania 784;cargueiro;0;m;9;90
811;46877,09;10/10/2024;11/10/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Sofia Teixeira;28;Pilotage;NS Neptuno 890;petroleiro;0;m;9;117
812;11803,7;16/05/2024;20/05/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Inês Gonçalves;43;Yachtmaster;MV Tejo 167;ro-ro;2020;m;705;11280
813;33950,56;13/03/2024;26/03/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Pedro Fernandes;56;CoC Class 2;MT Caravela 55;cargueiro;0;h;8;96
814;25403,98;24/06/2024;30/06/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Teresa Gonçalves;41;STCW A-II/1;MT Atlântida 527;petroleiro;0;m;8;152
815;37670,83;23/02/2024;12/03/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Tiago Teixeira;59;STCW A-II/2;MT Mondego 847;ro-ro;1879;h;1246;12460
816;22285,76;06/05/2024;21/05/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Joana Pereira;39;Yachtmaster;MT Sagres 14;ro-ro;4839;m;1470;16170
817;31051,29;13/03/2024;01/04/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Joana Nunes;52;CoC Class 2;SS Lusitania 224;petroleiro;0;m;6;120
818;5478,18;11/01/2025;20/01/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;Carlos Carvalho;44;Yachtmaster;MV Neptuno 472;ro-ro;5712;h;3805;72295
819;45664,54;03/01/2025;18/01/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Pedro Silva;56;CoC Class 2;MT Guadiana 143;petroleiro;0;h;5;70
820;13130,43;28/07/2025;29/07/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Carolina Sousa;29;STCW A-II/1;SS Sagres 878;container;19230;m;13498;256462
821;11551,87;22/10/2024;02/11/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Hugo Oliveira;27;STCW A-II/2;MV Neptuno 708;cargueiro;0;h;7;126
822;19237,82;09/06/2024;20/06/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;João Nunes;40;CoC Class 2;SS Lusitania 34;container;13125;h;10277;133601
823;25181,55;17/05/2025;27/05/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Filipe Pereira;42;CoC Class 1;MV Minho 684;container;4870;h;1662;18282
824;26166,94;14/11/2024;27/11/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;Tiago Teixeira;27;STCW A-II/2;SS Caravela 687;ro-ro;2093;h;953;18107
825;4354,48;25/08/2025;08/09/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Rui Oliveira;32;Pilotage;MT Guadiana 165;petroleiro;0;h;9;180
826;29638;04/05/2025;21/05/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Gonçalo Pinto;33;STCW A-II/1;MV Argonauta 733;container;11248;h;7466;119456
827;44871,96;21/10/2024;07/11/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Carolina Carvalho;52;STCW A-II/1;SS Gaivota 376;container;19796;m;6626;125894
828;21155,63;10/10/2025;28/10/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Manuel Pereira;45;STCW A-II/2;NS Neptuno 220;petroleiro;0;h;5;55
829;25472,16;23/07/2025;03/08/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Paulo Pereira;62;CoC Class 1;NS Lusitania 533;container;18925;h;11419;182704
830;21550,09;17/09/2025;28/09/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;Joana Sousa;61;Yachtmaster;MV Mondego 506;container;14927;m;7595;98735
831;15751,26;03/03/2024;14/03/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Mariana Lopes;37;Yachtmaster;NS Açor 568;petroleiro;0;m;4;60
832;46428,42;12/09/2024;19/09/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Teresa Rodrigues;48;STCW A-II/1;MT Caravela 14;graneleiro;0;m;4;72
833;1563,13;25/07/2024;26/07/2024;Génova;Itália;FigueiraDaFoz;Portugal;Nuno Lopes;27;Yachtmaster;MV Sagres 405;container;13761;h;7161;121737
834;8815,12;30/04/2024;01/05/2024;Santos;Brasil;FigueiraDaFoz;Portugal;André Ferreira;62;CoC Class 1;MT Argonauta 610;cargueiro;0;h;4;76
835;47184,03;06/10/2025;23/10/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Ricardo Marques;34;Pilotage;MT Tejo 775;graneleiro;0;h;9;180
836;40892,16;29/08/2024;05/09/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Gabriela Teixeira;27;CoC Class 2;MT Sagres 787;graneleiro;0;m;9;108
837;40486,38;18/08/2025;06/09/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Tiago Jesus;59;CoC Class 2;SS Sagres 31;graneleiro;0;h;9;135
838;22722,02;08/05/2024;12/05/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Rui Nunes;36;Pilotage;SS Atlântico 620;container;12207;h;6936;104040
839;41577,72;18/06/2025;08/07/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Hugo Teixeira;48;Yachtmaster;MV Gaivota 812;container;6796;h;2477;39632
840;18366,82;27/06/2025;02/07/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Hugo Nunes;60;CoC Class 2;MT Mondego 829;ro-ro;4817;h;2757;27570
841;43939,65;27/12/2024;03/01/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Miguel Marques;40;STCW A-II/1;NS Mondego 874;graneleiro;0;h;4;40
842;28115,19;31/07/2024;09/08/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Cláudia Santos;30;STCW A-II/1;MT Caravela 504;cargueiro;0;m;4;72
843;43082,02;30/06/2025;07/07/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Hugo Alves;46;CoC Class 2;NS Gaivota 488;container;2972;h;2055;28770
844;43079,45;01/03/2025;18/03/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Gonçalo Santos;36;CoC Class 2;NS Atlântico 632;petroleiro;0;h;8;104
845;34008,63;17/02/2025;26/02/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Raquel Santos;53;STCW A-II/1;MV Sagres 858;ro-ro;3410;m;2191;24101
846;22050,82;14/10/2025;28/10/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Bárbara Silva;47;Pilotage;NS Lusitania 439;petroleiro;0;m;7;77
847;36218,24;03/09/2024;11/09/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Teresa Gonçalves;45;STCW A-II/1;SS Açor 664;cargueiro;0;m;8;96
848;15542,55;07/10/2025;19/10/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Rui Sousa;42;STCW A-II/1;SS Nereida 552;petroleiro;0;h;7;98
849;12835,31;15/10/2024;01/11/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Manuel Marques;56;Yachtmaster;NS Tejo 21;ro-ro;598;h;555;5550
850;6802,34;11/10/2025;26/10/2025;Génova;Itália;FigueiraDaFoz;Portugal;Bruno Alves;60;Yachtmaster;MT Lusitania 828;graneleiro;0;h;8;88
851;12942,74;21/08/2024;01/09/2024;Génova;Itália;FigueiraDaFoz;Portugal;Carlos Fernandes;38;CoC Class 2;MT Caravela 630;ro-ro;2394;h;2050;24600
852;48033,28;06/05/2024;25/05/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Teresa Rodrigues;39;CoC Class 2;SS Minho 272;container;3953;m;2343;32802
853;22018,27;06/08/2025;17/08/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Bárbara Alves;33;STCW A-II/2;MV Lusitania 607;ro-ro;3460;m;2667;37338
854;21181,37;19/01/2024;22/01/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Sofia Pinto;34;Yachtmaster;NS Argonauta 356;graneleiro;0;m;9;144
855;27787,58;24/03/2025;11/04/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Helena Sousa;58;CoC Class 2;MT Argonauta 425;ro-ro;5718;m;1741;22633
856;30676,26;02/04/2024;18/04/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Catarina Ribeiro;37;CoC Class 2;SS Nereida 643;ro-ro;2707;m;2265;38505
857;34911,61;12/11/2024;19/11/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Artur Nunes;48;STCW A-II/2;MT Neptuno 958;graneleiro;0;h;6;102
858;38475,25;11/03/2024;24/03/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Gonçalo Rodrigues;29;CoC Class 1;SS Açor 155;graneleiro;0;h;6;108
859;1888,08;26/03/2025;02/04/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Teresa Fernandes;25;STCW A-II/1;NS Tejo 844;cargueiro;0;m;9;135
860;33989,08;12/06/2025;23/06/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Luís Teixeira;49;STCW A-II/2;SS Lusitania 154;graneleiro;0;h;4;76
861;31792,9;21/01/2025;05/02/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Ricardo Sousa;53;CoC Class 2;NS Neptuno 663;graneleiro;0;h;6;72
862;36448,74;19/02/2025;07/03/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;André Jesus;49;STCW A-II/2;MT Tejo 675;container;4393;h;1642;22988
863;43834,36;23/09/2025;24/09/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Miguel Nunes;53;STCW A-II/1;MV Mondego 617;container;1004;h;920;11960
864;26017,53;28/02/2025;19/03/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Paulo Gonçalves;31;Pilotage;NS Sagres 242;container;1217;h;523;7845
865;1655,02;04/03/2025;19/03/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Gonçalo Pinto;27;Yachtmaster;NS Atlântida 244;petroleiro;0;h;9;90
866;45186,93;25/06/2025;03/07/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Bruno Fernandes;42;Yachtmaster;SS Neptuno 224;graneleiro;0;h;4;56
867;3057,29;13/07/2025;15/07/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;André Rodrigues;56;CoC Class 1;NS Tejo 884;graneleiro;0;h;4;64
868;49103,66;01/06/2025;13/06/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Filipe Carvalho;60;CoC Class 1;MT Neptuno 487;container;11564;h;8492;84920
869;40386,91;22/03/2024;24/03/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Beatriz Gonçalves;37;CoC Class 2;MT Nereida 661;petroleiro;0;m;5;65
870;3099,04;30/11/2024;20/12/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Miguel Martins;53;CoC Class 1;NS Minho 655;ro-ro;734;h;414;6624
871;18175,51;18/11/2024;07/12/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Henrique Martins;27;CoC Class 2;MV Atlântico 950;graneleiro;0;h;5;70
872;33179,74;09/02/2024;13/02/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Sofia Martins;35;CoC Class 1;SS Íris 647;cargueiro;0;m;9;171
873;33422,53;10/09/2025;21/09/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Maria Jesus;26;STCW A-II/1;NS Neptuno 949;graneleiro;0;m;7;112
874;31967,45;14/07/2025;23/07/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Inês Costa;52;Pilotage;MV Guadiana 431;petroleiro;0;m;7;112
875;29469,74;26/04/2025;11/05/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Cláudia Silva;49;STCW A-II/1;NS Sagres 4;cargueiro;0;m;3;48
876;38166,59;19/07/2024;24/07/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Hugo Fernandes;56;Yachtmaster;MV Caravela 256;container;12077;h;7559;128503
877;31403,22;20/12/2024;25/12/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Vítor Marques;43;CoC Class 1;NS Sagres 267;graneleiro;0;h;9;135
878;10553,78;24/06/2025;01/07/2025;Le Havre;França;FigueiraDaFoz;Portugal;Mariana Rodrigues;52;STCW A-II/1;MT Caravela 403;graneleiro;0;m;5;60
879;45503,2;07/08/2024;13/08/2024;Santos;Brasil;FigueiraDaFoz;Portugal;João Silva;53;Yachtmaster;SS Atlântida 998;ro-ro;3613;h;1089;21780
880;27540,67;29/07/2025;02/08/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Luís Costa;61;STCW A-II/1;NS Tejo 153;graneleiro;0;h;7;105
881;36103,46;27/07/2025;06/08/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Carolina Pinto;36;STCW A-II/1;NS Íris 848;container;4016;m;2966;53388
882;29836,74;23/02/2024;10/03/2024;Génova;Itália;FigueiraDaFoz;Portugal;Ricardo Rodrigues;32;STCW A-II/2;MT Gaivota 392;petroleiro;0;h;5;85
883;21817,69;09/02/2024;22/02/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Marta Teixeira;26;STCW A-II/2;SS Neptuno 185;petroleiro;0;m;6;108
884;10208,1;11/10/2025;23/10/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;João Sousa;35;CoC Class 1;NS Açor 379;cargueiro;0;h;9;108
885;22749,1;15/08/2025;17/08/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Sofia Silva;36;CoC Class 2;MT Atlântico 704;cargueiro;0;m;7;126
886;13939,04;13/11/2024;30/11/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Teresa Teixeira;62;CoC Class 1;MV Poseidon 54;container;11244;m;10572;190296
887;23692,62;09/08/2024;10/08/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Filipe Gonçalves;54;Yachtmaster;MV Nereida 260;ro-ro;4351;h;2720;46240
888;30169,86;13/09/2025;26/09/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Mariana Alves;51;Pilotage;SS Poseidon 595;petroleiro;0;m;4;64
889;41260,75;08/08/2025;15/08/2025;Le Havre;França;FigueiraDaFoz;Portugal;Carolina Ribeiro;39;CoC Class 2;NS Sagres 92;petroleiro;0;m;8;104
890;5330,86;24/04/2025;30/04/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Beatriz Jesus;48;STCW A-II/1;MV Sagres 512;petroleiro;0;m;6;102
891;2526,31;05/12/2024;17/12/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Teresa Sousa;57;CoC Class 1;MT Mondego 447;ro-ro;4587;m;1582;28476
892;44534,74;28/07/2025;03/08/2025;Le Havre;França;FigueiraDaFoz;Portugal;Gabriela Oliveira;45;Yachtmaster;MV Argonauta 153;graneleiro;0;m;8;80
893;22020,26;13/08/2025;18/08/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;André Santos;30;CoC Class 2;SS Íris 447;petroleiro;0;h;8;104
894;49811,73;31/12/2024;08/01/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Maria Lopes;53;CoC Class 1;NS Íris 505;ro-ro;4650;m;1562;18744
895;37652,23;17/08/2024;04/09/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Tiago Gonçalves;26;STCW A-II/1;MT Caravela 855;cargueiro;0;h;9;162
896;45251,59;30/06/2024;06/07/2024;Le Havre;França;FigueiraDaFoz;Portugal;Bárbara Pinto;51;STCW A-II/2;MV Caravela 427;ro-ro;3447;m;2365;47300
897;23825,46;31/03/2024;10/04/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Filipe Pereira;27;CoC Class 1;MT Lusitania 404;container;4960;h;3541;60197
898;7373,95;16/12/2024;31/12/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Bruno Oliveira;40;STCW A-II/1;NS Gaivota 465;container;19712;h;15635;203255
899;33062,76;03/04/2025;22/04/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Bruno Santos;35;Pilotage;NS Mondego 971;ro-ro;4703;h;1736;20832
900;38453,32;20/08/2025;26/08/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Carlos Santos;55;Pilotage;MT Poseidon 762;petroleiro;0;h;6;120
901;16138,84;23/04/2024;10/05/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Sofia Alves;56;CoC Class 1;SS Atlântico 92;cargueiro;0;m;6;96
902;46982,27;25/07/2024;05/08/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;André Alves;59;CoC Class 2;SS Lusitania 306;petroleiro;0;h;5;85
903;29466,57;04/05/2024;14/05/2024;Génova;Itália;FigueiraDaFoz;Portugal;Mariana Teixeira;43;STCW A-II/2;MV Guadiana 525;petroleiro;0;m;5;60
904;35662,45;26/07/2025;14/08/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Cláudia Alves;26;CoC Class 2;NS Atlântida 775;petroleiro;0;m;3;39
905;43552,13;02/10/2024;18/10/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Catarina Costa;43;CoC Class 2;MV Poseidon 526;graneleiro;0;m;4;64
906;26856,2;12/10/2025;26/10/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Sara Oliveira;58;CoC Class 2;MV Minho 480;ro-ro;2687;m;2542;27962
907;49074,78;10/11/2024;15/11/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Filipe Sousa;45;STCW A-II/2;MT Açor 536;cargueiro;0;h;4;64
908;25696,18;22/04/2024;02/05/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Bárbara Santos;44;Yachtmaster;MV Lusitania 523;container;14732;m;4790;67060
909;34199,05;14/10/2024;25/10/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Inês Lopes;42;Pilotage;MT Guadiana 261;ro-ro;3326;m;2629;44693
910;31950,53;15/04/2025;26/04/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Gonçalo Silva;45;STCW A-II/1;SS Caravela 864;graneleiro;0;h;9;135
911;32783,31;08/12/2024;17/12/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Rui Marques;49;Pilotage;MT Íris 776;petroleiro;0;h;4;64
912;32161,08;02/04/2025;21/04/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Raquel Costa;25;STCW A-II/2;MV Tejo 893;cargueiro;0;m;8;160
913;11004,16;16/09/2024;17/09/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Daniela Silva;39;STCW A-II/1;MV Nereida 176;graneleiro;0;m;8;104
914;42030,99;09/02/2025;27/02/2025;Génova;Itália;FigueiraDaFoz;Portugal;Rita Teixeira;41;Pilotage;MT Guadiana 708;graneleiro;0;m;5;80
915;9400,27;09/03/2025;29/03/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Sofia Oliveira;57;STCW A-II/2;SS Lusitania 836;container;9066;m;6226;87164
